UUID,Name,Category,Standard Conformity,Country Code,Declaration owner,Register Number,Reference Quantity,Reference,Area Weight (kg/m2),Density (kg/m3)
8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,StoLevell Evo,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2' / 'ISO 14025',EU-27,Sto SE & Co. KGaA,EPD-Kiwa-EE-162142-EN,1,kg,,1600.0
94ad3f60-5ec1-4881-9358-b9df557414be,"NHL heavy mortar: T A01, T A02, T A04, T A FIBRO, DUOMO RINOVA, OPUS RIN, T 20V, FORTE CALCE, COCCIO VIVO, CALCE FINE, CALCE MEDIA, CALCE DILAVATO, ECO BUILD, OPUS, OPUS MEC, NURAGHE, DUOMO, DRY RIN, DRY IDRO, PAVI ECO, ÖKOFAST",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-327-EN,1000,kg,,1910.0
96171066-34d9-4b33-b1e6-3af1ea11db61,Cement mortar,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,2000.0
ad346f6d-b8ca-485d-8020-e60560ea2b4b,Waterproof NHL mortar: NURAGHE RASO,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-337-EN,1000,kg,,1500.0
af98c17b-b748-4d08-b5d5-9ff028ae7f25,Lime cement mortar,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1800.0
c9e43a99-768b-4116-9c9b-c1123f6590df,"Heavy cement mortar: PAVI RAPID, PAVI RAPID LOW, PAVI PRONTO, T BLOCK, T SPAN, T CREAM, PAVI TEKNO, DRAINMASS, BETONTASS DE",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-330-EN,1000,kg,,1865.0
cc74810a-364a-4f09-a2ce-ced9a193aa9a,Masonry Mortar - Standard Masonry Mortar,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel','DIN EN 15804+A2' / 'ISO 14025',DE,"Verband für Dämmsysteme, Putz und Mörtel e.V. (VDPM)",EPD-VDP-20230403-IBO1-DE,1,kg,,1500.0
004f3f4e-5bb8-4d9e-a104-6999a9e8ad5b,Gypsum lime plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,900.0
27370a17-b4fe-45f8-9d9d-71f265311c2e,Primer (Silicate dispersion),'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
2a26078b-9770-4568-bd29-57b847b60e60,Asanto universal clay plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,Asanto Lehmbaustoffe Thomas Hagelstein,UPD_LPM_ASAN 2024001_PKRÜ5-DE,1,kg,,1880.0
3501e11c-2909-4e3f-a976-2fa82c86e803,"ClayTec clay plaster Mineral 20, dry",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,2000.0
35f6a697-d1a9-402f-9bc8-1e6a29d21b71,LIME-GYPSUM PLASTER / Tool,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',DE,Bundesverband der Gipsindustrie e.V.,EPD-BVG-20210164-IBE1-DE,1,kg,,1100.0
3a299261-e380-476a-a93c-a1210b94f79c,"ClayTec undercoat plaster with straw, earth-moist",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,1800.0
422b2446-8a3f-457d-b47b-4728b2869d86,Clay plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,900.0
5541250a-f8d8-4c67-9f24-47ab54686c30,Synthtic resin plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1700.0
5618a4e7-1f60-4205-9869-30c2e9fad094,GYPSUM PLASTER/Tool,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',DE,Bundesverband der Gipsindustrie e.V.,EPD-BVG-20210317-IBE1-DE,1,kg,,1050.0
785b6f3a-528b-4d7a-b649-569cfbedf546,"Gypsum plasters Bulgips Start, MP75, MP75 L, MP75 SL and Rotband",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',BG,Knauf Bulgaria EOOD,EPD-KNB-20210240-CBC1-EN,1,kg,,870.0
7e0c008a-009d-4357-92c1-afb2cec3bc0a,Gypsum interior plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,900.0
7e9cd70e-bbb9-4f17-9080-12c7e8551a7a,"ClayTec clay topcoat plaster with straw, dy",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,1800.0
86eb98ea-15ee-4b3c-ba73-702aaaa3003f,VOLCALITE AIR PLUS,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-323-EN,1000,kg,,200.0
9a670d29-efb9-4fde-95ab-182a0b1e7280,Lime gypsum interior plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,900.0
a3f4ee73-7784-45ec-a1bd-90b7465647de,ARDEX A 828 COMFORT,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',DE,ARDEX GmbH,EPD-ADX-20230247-IBA1-DE,1,kg,,1200.0
b6306a21-cb84-4992-bf23-8f4992ab132f,"ClayTec clay plaster Mineral 20, earth-moist",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,2000.0
b6a1574e-41ea-4ed6-8546-04ba10a06124,"NHL-based mortar: T 200, T 300, FORTE MULTI, FORTE MEC, DRY PLUS, T RIN, STONE",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-324-EN,1000,kg,,1905.0
bfeb1818-e35e-4579-8f9d-07e0bc80cd81,"ClayTec clay topcoat plaster with straw, earth-moist",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,1800.0
c7db9557-2928-435f-82e2-afcdcbc69715,Primer (Silicone resin),'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,0.999999999999999,kg,,1550.0
c7e584a1-d441-4c6e-b8ef-1dceada07eb8,"ClayTec clay undercoat plaster with straw, dry",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,1800.0
cd9f6260-63fe-44bf-95c0-98ea8c56056b,"ClayTec clay topcoat plaster fine 06, dry",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,ClayTec GmbH & Co. KG,UPD_LPM_CLAY2023006_PKRU?5-DE,1,kg,,1700.0
dca9f05c-036b-40e5-ae81-c957c2420fd8,Lime-cement plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1800.0
ddc96ae4-086c-4033-9e45-c5589f1661ba,Lime plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1800.0
ddecdeb4-35f8-48ee-b52b-22b5de4b6e82,Rendering Mortar - Reinforcement Fibre Plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',DE,"Verband für Dämmsysteme, Putz und Mörtel e.V. (VDPM)",EPD-VDP-20230401-IBO1-DE,1,kg,,1600.0
e0612906-4536-4686-9b38-7dc853e1c71c,Levita clay plaster Uni 1.8,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,Egginger Naturbaustoffe GmbH,UPD_LPM_EGG 2024002_PKRÜ5-DE,1,kg,,1900.0
e41f4108-0662-4631-8494-fab7856cd57b,"NHL-based heavy mortar: INTOCALX, INTOCALX IDRO, INTOCALX FIBRO, FORTE RIPARA, T FLASH",'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2' / 'ISO 14025',IT,Miniera San Romedio Srl,EPD-Kiwa-EE-325-EN,1000,kg,,1960.0
ea1b700e-af18-42b2-96ca-d1ad49c05a6f,Levita clay plaster UP2,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,Egginger Naturbaustoffe GmbH,UPD_LPM_EGG 2024002_PKRÜ5-DE,1,kg,,1900.0
eea7e352-bf1d-4e6d-9029-689d7936e6a7,Lime interior plaster,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,900.0
f65425e4-7069-4042-966c-3cb5aa447411,Levita topcoat plaster OP 1,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','EN 15804+A2 (EF 3.0)',DE,Egginger Naturbaustoffe GmbH,UPD_LPM_EGG 2024002_PKRÜ5-DE,1,kg,,1900.0
05d6e029-ddf6-4431-8d41-c04e75065426,"Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 36,5/5 with integrated EPS insulation",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,87.0,238.0
069a6b40-aa11-4f66-b385-ea9f5cc2a91e,Pre-stressed carbon fibre-reinforced concrete element CPC 40-2-2,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)' / 'ISO 14025',RER,Holcim (Deutschland) GmbH,EPD-HOL-20240212-IBA2-DE,1,qm,95.6,
0de61326-ead7-4173-94fc-ade688b535d6,"Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 36,5/10,5 with integrated EPS insulation",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,69.8,191.0
0e85f255-4d11-4973-9daa-c03889948351,Beton-Pflastersteine,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,Rinn Beton- und Naturstein GmbH & Co.KG,EPD-RIN-20210165-IBC1-DE,1,qm,179.0,2.4
0fdca580-3027-493d-a3c7-815758bac55d,A2-Betonpflaster- Standardstein grau mit Vorsatz,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,"Betonverband Straße, Landschaft, Garten e.V.",EPD-SLG-20210055-CBE1-DE,1,qm,230.0,2300.0
13978268-4511-4775-a066-575a33d5faa9,"Shafts and pipes, unreinforced, compressive strength class C40/50",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,P.V. Betonfertigteilwerke GmbH,EPD-PV Betonfertigteilwerke-292-DE,1,kg,,2431.0
13a438ce-dfa2-46d6-a652-10315e0614fc,Isospan 2 GaBi Wood-chip concrete shuttering blocks Expert 43/15 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,87.0,238.0
19421ecf-8678-4e2e-b962-e23aa2abf5a7,Isospan 1 GaBi Wood-chip concrete shuttering blocks ÖKOPUR and Öko-Expert with integrated wood fibre insulation 43/20,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-01-GaBi-OEKOPUR,1,qm,79.5,218.0
1a6e9ab0-f357-4595-b87a-f58c7d620c38,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein N22,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,60.8,276.0
205dadc8-2bec-4313-8cf0-896551804f66,Concrete paving stone 6 cm anthracite,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,KOLL GmbH & Co. KG,EPD-KOL-20230433-CBA1-DE,1,qm,135.0,2410.0
20b0761f-99e0-48db-b1e4-0fdb1b7739ef,"Precast concrete part, stairs, (1,1 m wide, 9 steps each 16 cm)",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,pcs.,,
2582642e-308a-4a8e-b731-3289665b44da,"Concrete pipe, non-reinforced",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,2400.0
2810972e-799c-49d9-8791-070ff84c5f57,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein N18,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,49.0,272.0
2903adee-32f8-418a-9785-4042afc7d75d,Pre-stressed carbon fibre-reinforced concrete element CPC 70-4-4,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)' / 'ISO 14025',RER,Holcim (Deutschland) GmbH,EPD-HOL-20240211-IBA2-DE,1,qm,167.5,
2bfef475-b573-4c6c-8f0c-b22bdb65c398,Concrete paving stone 6 cm multicoloured,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,KOLL GmbH & Co. KG,EPD-KOL-20230137-CBA1-DE,1,qm,135.0,2406.0
2cdcffc6-84e9-4238-b8af-beebabea9a2d,Concrete masonry brick,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,2000.0
324c94f7-569f-44d8-af8a-d3c4f314273b,Concrete paving stone 8 cm anthracite,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,KOLL GmbH & Co. KG,EPD-KOL-20230138-CBA1-DE,1,qm,180.0,2404.0
32d81066-a845-43d0-bd69-c63897f1496f,Concrete paving stones/slabs,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,H. Klostermann GmbH & Co. KG Betonwerke,"EPD-Klostermann-319-DE, EPD-Klostermann-319-NL",1,qm,188.0,
32f4d960-d73d-45a4-a781-8f7d06897265,"Concrete products, multicolored with a surface layer",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',RER,Betonwerk Lintel GmbH & Co. KG,EPD-LIN-20240047-IBA1-DE,1,qm,368.0,
3a21c385-cada-4b0f-90c4-2f2c1c279759,Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 30/5 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,69.2,231.0
43b998a6-a505-4044-acbc-e7f52cd8facb,Concrete paving stone,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,Sphera Solutions GmbH,EPD-BRS-20220171-CBC1-DE,1,qm,175.0,
44874ec5-8f37-42d3-bdaf-10a55d1092b5,"Isospan 1 GaBi Wood-chip concrete shuttering blocks ÖKOPUR and Öko-Expert with integrated wood fibre insulation 36,5/16,5",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-01-GaBi-OEKOPUR,1,qm,79.5,218.0
45e6dcac-70b9-4982-bf04-4ff566facba1,"Precast concrete slab, ceiling, thickness 20cm",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,504.0,
4939f8e0-9a7c-47c9-9819-defb1654d0ed,"Isospan 3 GaBi Wood-chip concrete shuttering blocks ISOPUR with integrated PU insulation 36,5/16,5",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-03-GABI-ISOPUR,1,qm,66.6,182.0
4bf6ef19-bbb1-4086-8a4e-db7fa9c740c5,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein N20,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,62.2,311.0
55c43440-f4ca-4221-8995-6cd00e3e99da,"Precast concrete elements for walls, pillars and beams (Based on the concrete recipe type 44b)",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,Holcon GmbH,EPD-Holcon-159-EN (Rev.1_26.04.2023),1,m3,,2440.9
63af705b-2dc0-47c1-a364-2b3297e2d483,"Isospan 2 GaBi Wood-chip concrete shuttering blocks Expert 43/16,5 with integrated EPS insulation",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,87.0,238.0
6b2d1a5a-f12d-48cc-9b35-622225ceb307,Concrete paving stone,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,Sphera Solutions GmbH,EPD-BRS-20220172-CBC1-DE,1,qm,175.0,
6bc90ad6-d4d5-4d3b-af04-b1894f214c4b,Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 25/6 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,59.6,238.0
6de79461-a931-4b71-859b-0d962c2d2d80,"Isospan 3 GaBi Wood-chip concrete shuttering blocks ISOPUR with integrated PU insulation 36,5/16,5",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-03-GABI-ISOPUR,1,qm,66.6,182.0
6df36d18-3cdf-47cf-bc6f-ac475c6bf428,Büscher wall (Betonwerk Büscher),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.0)' / 'ISO 14025',DE,Betonwerk Büscher GmbH & Co. KG,"EPD-Kiwa-EE-162624-EN, EPD-Kiwa-EE-174721-DE",1,qm,300.843,
6f434481-207d-41f6-a543-372030f84470,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein N15,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,59.0,393.0
736050d1-cf2a-483d-856e-e356482c30a1,Isospan 2 GaBi Wood-chip concrete shuttering blocks Expert 43/20 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,87.0,238.0
78e42300-646b-421c-be70-3e7a7e181761,Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 30/9 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,70.2,234.0
8ac2bbda-d98a-4e1f-8fe1-81d7695b9341,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein IW 25,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,77.8,311.0
8d3fd1c3-6b16-47c9-a5dc-644daf973e38,Isospan 1 GaBi Wood-chip concrete shuttering blocks ÖKOPUR and Öko-Expert with integrated wood fibre insulation 43/23,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-01-GaBi-OEKOPUR,1,qm,79.5,218.0
91f5897a-9b31-4b93-b2ca-47b172470249,Concrete paving stones/ slabs (average product) (Baustoffwerk LIMEX-VENUSBERG GmbH),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,Baustoffwerk LIMEX-VENUSBERG GmbH,EPD-Kiwa-EE-174159-DE,1,qm,189.056,
97b971c7-8d43-4650-bfd6-75fdcf9a2101,"Precast concrete wall, thickness 12cm",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,291.3,
a0449714-7820-4d96-8d5d-63e4a0342950,Concrete paving stone 8 cm grey,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,KOLL GmbH & Co. KG,EPD-KOL-20230431-CBA1-DE,1,qm,177.0,2404.0
a6b83ce0-d259-473a-bbb7-fa5224286a41,"Precast concrete elements for walls, pillars and beams (Based on the concrete recipe type 44)",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,Holcon GmbH,EPD-Holcon-158-EN (Rev.1_26.04.2023),1,m3,,2418.8
aaef9e3a-ed90-43d1-8025-597a0b991fac,"Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 36,5/16,5 with integrated EPS insulation",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,63.7,175.0
b6d7f775-acab-4589-9d39-c4c205eb0ffd,"Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 36,5/13,5 with integrated EPS insulation",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,67.8,186.0
bce411da-4a65-4d3a-93b6-d91ed7560a4e,"Precast concrete elements for walls, pillars and beams Based on the concrete recipe Type 66b",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',DE,Holcon GmbH,EPD-Holcon-160-EN (Rev.1_26.04.2023),1,m3,,2417.1
c746106a-183d-43d1-8ae6-925c536c35b5,Isospan 4 GaBi Wood-chip concrete shuttering blocks Normalstein N25,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-04-GABI-Normalstein,1,qm,78.0,312.0
c8be93b8-5305-4916-b44f-8d1620ebfa2c,Isospan 2 GaBi Wood-chip concrete shuttering blocks Expert 43/23 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,87.0,238.0
c8e07711-4193-4915-a985-9c70cc6f9be2,Isospan 2 GaBi Wood-chip concrete shuttering blocks SILVER S 30/7 with integrated EPS insulation,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','EN 15804+A2' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-ISOSPAN-2023-02-Ecoinvent-Silver,1,qm,70.8,236.0
